Start,End,Sleep Quality,Regularity,Heart rate (bpm),Steps,Alarm mode,Air Pressure (Pa),City,Movements per hour,Time in bed (seconds),Time asleep (seconds),Time before sleep (seconds),Window start,Window stop,Did snore,Snore time,Weather temperature (°C),Weather type
2018-08-23 02:09:31,2018-08-23 11:26:18,87%,88%,0,794,No alarm,101.3,,89.3,33406.9,29286.7,2561.2,,,FALSE,0.0,0.0,No weather
2018-08-24 02:09:30,2018-08-24 10:05:01,74%,86%,0,4427,No alarm,100.7,,98.8,28531.8,23586.3,190.2,,,FALSE,0.0,0.0,No weather
2018-08-26 02:34:20,2018-08-26 12:24:36,75%,83%,0,16527,No alarm,101.7,,130.9,35415.3,31991.8,236.1,,,FALSE,0.0,0.0,No weather
2018-08-27 04:34:27,2018-08-27 12:33:09,77%,80%,0,18241,No alarm,101.3,,89.2,28722.5,24031.1,1244.6,,,FALSE,0.0,0.0,No weather
2018-08-28 03:41:04,2018-08-28 13:49:18,73%,82%,0,2791,No alarm,101.1,,137.8,36493.8,32722.7,243.3,,,FALSE,0.0,0.0,No weather
2018-08-29 05:29:24,2018-08-29 14:47:22,94%,80%,0,0,No alarm,101.1,,66.2,33477.9,31022.9,223.2,,,FALSE,0.0,0.0,No weather
2018-08-30 04:57:51,2018-08-30 13:18:48,72%,81%,0,18157,No alarm,100.9,,121.6,30057.7,26951.7,200.4,,,FALSE,0.0,0.0,No weather
2018-08-31 06:02:54,2018-08-31 15:35:04,86%,77%,0,18080,No alarm,101.5,,92.3,34330.2,31011.6,228.9,,,FALSE,0.0,0.0,No weather
2018-09-01 05:46:06,2018-09-01 12:39:40,53%,76%,0,21377,No alarm,102.0,,153.2,24814.5,24649.1,165.4,,,FALSE,0.0,0.0,No weather
2018-09-02 05:29:31,2018-09-02 13:40:51,90%,78%,0,12509,No alarm,101.8,,50.8,29479.5,26924.7,1179.2,,,FALSE,0.0,0.0,No weather
2018-09-03 05:34:57,2018-09-03 13:46:22,76%,87%,0,15026,No alarm,101.8,,103.5,29485.5,25947.3,196.6,,,FALSE,0.0,0.0,No weather
2018-09-04 05:41:38,2018-09-04 13:59:20,83%,95%,0,10680,No alarm,101.8,,80.4,29861.5,26974.9,199.1,,,FALSE,0.0,0.0,No weather
2018-09-05 23:02:08,2018-09-06 06:47:41,64%,41%,0,3056,No alarm,101.6,,134.6,27932.3,23463.1,186.2,,,FALSE,0.0,0.0,No weather
2018-09-07 01:09:43,2018-09-07 08:40:02,64%,26%,0,1251,No alarm,101.2,,126.0,27019.4,20354.6,180.1,,,FALSE,0.0,0.0,No weather
2018-09-08 02:47:54,2018-09-08 11:02:19,77%,67%,0,3052,No alarm,101.5,,101.2,29664.2,23434.7,3757.5,,,FALSE,0.0,0.0,No weather
2018-09-09 02:15:33,2018-09-09 08:15:32,53%,69%,0,5475,No alarm,101.3,,120.0,21598.9,17423.1,144.0,,,FALSE,0.0,0.0,No weather
2018-09-09 22:20:14,2018-09-10 06:32:05,74%,64%,0,1259,No alarm,101.6,,111.7,29511.3,25674.8,196.7,,,FALSE,0.0,0.0,No weather
2018-09-10 22:40:19,2018-09-11 06:43:04,82%,74%,0,2492,No alarm,101.4,,75.7,28964.6,25199.2,193.1,,,FALSE,0.0,0.0,No weather
2018-09-11 22:52:34,2018-09-12 07:14:38,87%,81%,0,3971,No alarm,101.7,,69.4,30124.2,25806.4,2108.7,,,FALSE,0.0,0.0,No weather
2018-09-12 23:13:22,2018-09-13 11:54:04,95%,83%,0,4291,No alarm,102.3,,65.3,45642.0,40773.5,1521.4,,,FALSE,0.0,0.0,No weather
2018-09-14 02:23:56,2018-09-14 09:01:23,50%,67%,0,4954,No alarm,101.8,,156.7,23847.1,22495.8,1351.3,,,FALSE,0.0,0.0,No weather
2018-09-15 00:50:21,2018-09-15 11:33:36,79%,58%,0,9738,No alarm,101.8,,120.0,38595.3,36536.9,257.3,,,FALSE,0.0,0.0,No weather
2018-09-16 01:12:37,2018-09-16 11:28:09,78%,71%,0,4386,No alarm,101.8,,125.5,36931.8,36685.6,246.2,,,FALSE,0.0,0.0,No weather
2018-09-16 23:21:59,2018-09-17 07:47:26,60%,72%,0,2628,No alarm,101.4,,175.7,30327.1,30124.9,202.2,,,FALSE,0.0,0.0,No weather
2018-09-17 23:18:43,2018-09-18 08:26:22,92%,81%,0,2292,No alarm,100.5,,76.1,32858.3,27601.0,219.1,,,FALSE,0.0,0.0,No weather
2018-09-19 00:08:41,2018-09-19 09:18:30,80%,78%,0,2770,No alarm,100.6,,117.7,32989.0,28920.4,219.9,,,FALSE,0.0,0.0,No weather
2018-09-19 22:59:00,2018-09-20 06:12:49,62%,81%,0,4120,No alarm,100.9,,130.1,26029.6,24467.9,173.5,,,FALSE,0.0,0.0,No weather
2018-09-20 22:56:11,2018-09-21 08:30:08,89%,77%,0,3766,No alarm,99.2,,87.3,34437.0,31567.3,229.6,,,FALSE,0.0,0.0,No weather
2018-09-21 23:42:18,2018-09-22 11:31:11,89%,71%,0,2518,No alarm,101.3,,87.8,42533.4,38421.8,283.6,,,FALSE,0.0,0.0,No weather
2018-09-23 23:36:43,2018-09-24 09:04:07,80%,74%,0,3074,No alarm,102.9,,120.5,34044.7,31094.2,1248.3,,,FALSE,0.0,0.0,No weather
2018-09-25 01:08:51,2018-09-25 08:28:04,71%,80%,0,0,No alarm,103.7,,92.2,26353.6,24157.5,175.7,,,FALSE,0.0,0.0,No weather
2018-09-26 23:50:37,2018-09-27 08:00:12,79%,84%,0,0,No alarm,102.8,,95.3,29374.5,25751.7,195.8,,,FALSE,0.0,0.0,No weather
2018-09-27 23:40:25,2018-09-28 08:03:13,87%,92%,0,0,No alarm,102.7,,72.4,30167.5,25742.9,2514.0,,,FALSE,0.0,0.0,No weather
2018-09-28 23:21:39,2018-09-29 08:33:08,77%,96%,0,0,No alarm,103.2,,128.9,33088.8,31765.3,220.6,,,FALSE,0.0,0.0,No weather
2018-09-30 01:02:42,2018-09-30 09:33:32,74%,90%,0,0,No alarm,101.9,,125.3,30650.4,26665.9,1736.9,,,FALSE,0.0,0.0,No weather
2018-10-01 00:26:46,2018-10-01 06:32:17,52%,80%,0,1280,No alarm,102.0,,130.0,21930.1,21783.9,146.2,,,FALSE,0.0,0.0,No weather
2018-10-01 23:55:17,2018-10-02 10:00:39,80%,71%,0,4003,No alarm,101.6,,118.6,36321.5,33900.0,242.1,,,FALSE,0.0,0.0,No weather
2018-10-03 00:52:04,2018-10-03 08:41:00,64%,73%,0,5063,No alarm,101.9,,141.9,28135.8,24478.2,187.6,,,FALSE,0.0,0.0,No weather
2018-10-04 01:13:50,2018-10-04 08:57:35,72%,81%,0,4808,No alarm,102.4,,107.3,27825.9,27640.4,185.5,,,FALSE,0.0,0.0,No weather
2018-10-04 23:57:06,2018-10-05 10:13:11,79%,85%,0,2181,No alarm,101.7,,124.3,36964.6,31050.3,246.4,,,FALSE,0.0,0.0,No weather
2018-10-06 01:14:21,2018-10-06 08:23:38,73%,83%,0,23,No alarm,101.2,,78.5,25757.3,22323.0,2575.7,,,FALSE,0.0,0.0,No weather
2018-10-07 01:14:57,2018-10-07 08:57:10,80%,83%,0,0,No alarm,102.0,,73.0,27732.3,21631.2,1479.1,,,FALSE,0.0,0.0,No weather
2018-10-08 01:52:09,2018-10-08 10:26:18,86%,84%,0,812,No alarm,101.5,,85.2,30849.3,26427.6,1439.6,,,FALSE,0.0,0.0,No weather
2018-10-09 00:57:41,2018-10-09 09:34:17,91%,88%,0,350,No alarm,101.2,,65.6,30995.7,27586.1,1239.8,,,FALSE,0.0,0.0,No weather
2018-10-10 03:33:58,2018-10-10 09:02:49,46%,81%,0,0,No alarm,101.6,,136.3,19730.9,18941.7,131.5,,,FALSE,0.0,0.0,No weather
2018-10-11 00:04:43,2018-10-11 12:08:47,86%,68%,0,0,No alarm,100.6,,100.9,43444.0,36927.4,1882.6,,,FALSE,0.0,0.0,No weather
2018-10-11 23:48:44,2018-10-12 06:53:32,76%,58%,0,0,No alarm,100.3,,63.9,25487.6,23108.8,1019.5,,,FALSE,0.0,0.0,No weather
2018-10-13 00:04:40,2018-10-13 09:44:40,91%,58%,0,5696,No alarm,100.5,,83.9,34800.0,30624.0,232.0,,,FALSE,0.0,0.0,No weather
2018-10-13 23:57:20,2018-10-14 10:59:49,92%,72%,0,252,No alarm,100.0,,77.7,39748.9,36039.0,265.0,,,FALSE,0.0,0.0,No weather
2018-10-15 00:18:16,2018-10-15 10:12:56,94%,84%,0,0,No alarm,100.7,,71.8,35679.4,32587.2,237.9,,,FALSE,0.0,0.0,No weather
2018-10-16 01:16:58,2018-10-16 08:57:22,81%,87%,0,0,No alarm,101.1,,68.4,27623.7,24216.8,3406.9,,,FALSE,0.0,0.0,No weather
2018-10-17 00:10:06,2018-10-17 08:10:03,69%,85%,0,0,No alarm,101.3,,129.1,28796.7,27260.9,1535.8,,,FALSE,0.0,0.0,No weather
2018-10-18 00:17:00,2018-10-18 08:32:38,82%,87%,0,0,No alarm,102.5,,86.3,29738.2,25872.2,1288.7,,,FALSE,0.0,0.0,No weather
2018-10-19 00:00:22,2018-10-19 09:06:37,90%,91%,0,39,No alarm,102.7,,86.9,32774.5,30698.8,218.5,,,FALSE,0.0,0.0,No weather
2018-10-20 00:38:45,2018-10-20 10:46:45,79%,90%,0,113,No alarm,102.7,,124.8,36479.9,33926.4,243.2,,,FALSE,0.0,0.0,No weather
2018-10-21 00:04:11,2018-10-21 10:33:45,85%,89%,0,9937,No alarm,102.8,,103.5,37774.2,32359.9,251.8,,,FALSE,0.0,0.0,No weather
2018-10-21 22:59:42,2018-10-22 08:08:32,86%,82%,0,294,No alarm,103.1,,100.3,32929.3,28099.6,2634.3,,,FALSE,0.0,0.0,No weather
2018-10-23 00:50:45,2018-10-23 09:50:24,82%,78%,0,811,No alarm,103.0,,114.2,32378.4,32162.5,215.9,,,FALSE,0.0,0.0,No weather
2018-10-24 00:07:12,2018-10-24 07:53:24,82%,73%,0,1111,No alarm,102.4,,67.4,27972.3,25827.8,186.5,,,FALSE,0.0,0.0,No weather
2018-10-24 23:41:29,2018-10-25 07:11:25,72%,80%,0,4473,No alarm,102.3,,100.8,26995.8,25556.0,1439.8,,,FALSE,0.0,0.0,No weather
2018-10-25 22:34:12,2018-10-26 07:08:24,89%,86%,0,345,No alarm,101.3,,74.9,30851.9,25195.7,1234.1,,,FALSE,0.0,0.0,No weather
2018-10-26 23:59:47,2018-10-27 09:47:37,93%,82%,0,2907,No alarm,101.1,,77.4,35270.1,33271.4,235.1,,,FALSE,0.0,0.0,No weather
2018-10-28 01:05:34,2018-10-28 09:36:34,94%,80%,0,1387,No alarm,102.0,,73.4,34259.9,32546.9,228.4,,,FALSE,0.0,0.0,No weather
2018-10-28 23:38:15,2018-10-29 09:13:57,87%,78%,0,97,No alarm,101.8,,97.1,34541.8,31663.3,230.3,,,FALSE,0.0,0.0,No weather
2018-10-30 00:12:34,2018-10-30 09:37:29,84%,87%,0,198,No alarm,100.0,,105.8,33894.9,30505.4,226.0,,,FALSE,0.0,0.0,No weather
2018-10-31 00:07:00,2018-10-31 07:06:53,54%,85%,0,2519,No alarm,100.0,,156.7,25192.6,21413.7,1259.6,,,FALSE,0.0,0.0,No weather
2018-10-31 23:51:53,2018-11-01 08:06:30,79%,87%,0,1593,No alarm,100.4,,101.6,29677.3,27303.1,197.8,,,FALSE,0.0,0.0,No weather
2018-11-02 00:38:55,2018-11-02 09:10:40,84%,84%,0,0,No alarm,101.1,,91.9,30704.9,29169.6,1535.2,,,FALSE,0.0,0.0,No weather
2018-11-03 00:55:44,2018-11-03 11:30:59,68%,84%,0,1810,No alarm,101.3,,162.3,38115.0,32016.6,254.1,,,FALSE,0.0,0.0,No weather
2018-11-04 00:09:24,2018-11-04 09:38:36,45%,80%,0,1724,No alarm,100.0,,250.8,34152.1,28915.4,2049.1,,,FALSE,0.0,0.0,No weather
2018-11-04 23:54:47,2018-11-05 07:59:35,86%,80%,0,0,No alarm,100.7,,67.8,29087.8,26082.0,1939.2,,,FALSE,0.0,0.0,No weather
2018-11-05 23:46:57,2018-11-06 09:12:56,87%,84%,0,0,No alarm,100.1,,98.8,33959.8,29884.7,226.4,,,FALSE,0.0,0.0,No weather
2018-11-07 00:34:20,2018-11-07 08:15:36,85%,86%,0,1711,No alarm,99.6,,54.0,27676.4,20480.6,3782.4,,,FALSE,0.0,0.0,No weather
2018-11-08 23:37:59,2018-11-09 09:17:30,84%,85%,0,1180,No alarm,101.2,,110.9,34771.1,29903.1,231.8,,,FALSE,0.0,0.0,No weather
2018-11-10 00:19:30,2018-11-10 08:39:21,96%,86%,0,740,No alarm,97.2,,37.7,29991.1,24492.8,2499.3,,,FALSE,0.0,0.0,No weather
2018-11-10 23:48:03,2018-11-11 09:03:47,93%,91%,0,12029,No alarm,97.7,,76.0,33344.3,29898.7,222.3,,,FALSE,0.0,0.0,No weather
2018-11-11 23:57:15,2018-11-12 08:20:07,84%,91%,0,8316,No alarm,100.3,,87.7,30171.4,25947.4,201.1,,,FALSE,0.0,0.0,No weather
2018-11-12 23:49:12,2018-11-13 10:29:59,95%,89%,0,4225,No alarm,100.6,,68.9,38447.0,35627.5,256.3,,,FALSE,0.0,0.0,No weather
2018-11-14 00:25:41,2018-11-14 08:03:57,75%,83%,0,2786,No alarm,102.0,,95.7,27496.1,24654.9,1008.2,,,FALSE,0.0,0.0,No weather
2018-11-15 00:33:46,2018-11-15 08:48:23,84%,83%,0,3819,No alarm,101.8,,80.6,29676.4,27599.1,989.2,,,FALSE,0.0,0.0,No weather
2018-11-16 00:42:44,2018-11-16 09:18:33,89%,87%,0,4921,No alarm,102.1,,77.5,30949.3,28473.4,206.3,,,FALSE,0.0,0.0,No weather
2018-11-17 00:59:12,2018-11-17 10:41:02,82%,91%,0,4386,No alarm,102.8,,116.2,34910.6,34677.8,232.7,,,FALSE,0.0,0.0,No weather
2018-11-18 00:57:39,2018-11-18 11:24:51,95%,92%,0,3078,No alarm,102.6,,69.1,37632.7,35374.7,250.9,,,FALSE,0.0,0.0,No weather
2018-11-19 00:11:18,2018-11-19 09:12:10,82%,85%,0,5976,No alarm,102.9,,115.4,32452.2,27908.9,1406.3,,,FALSE,0.0,0.0,No weather
2018-11-20 00:11:38,2018-11-20 10:49:02,74%,85%,0,3134,No alarm,102.0,,144.7,38244.4,34037.5,255.0,,,FALSE,0.0,0.0,No weather
2018-11-20 23:17:56,2018-11-21 08:18:30,73%,78%,0,4050,No alarm,100.8,,149.3,32434.5,27245.0,5189.5,,,FALSE,0.0,0.0,No weather
2018-11-21 23:53:39,2018-11-22 08:58:40,72%,83%,0,3543,No alarm,102.0,,152.8,32700.9,26923.8,1308.0,,,FALSE,0.0,0.0,No weather
2018-11-23 01:05:37,2018-11-23 08:38:49,74%,83%,0,2113,No alarm,101.7,,95.8,27192.1,25470.0,181.3,,,FALSE,0.0,0.0,No weather
2018-11-23 23:55:37,2018-11-24 10:12:32,86%,85%,0,9023,No alarm,101.3,,103.0,37014.3,33066.1,246.8,,,FALSE,0.0,0.0,No weather
2018-11-25 00:19:02,2018-11-25 06:19:02,61%,76%,0,0,No alarm,101.3,,84.0,21600.1,17856.0,144.0,,,FALSE,0.0,0.0,No weather
2018-11-26 01:24:08,2018-11-26 06:49:01,57%,76%,0,703,No alarm,101.4,,75.3,19492.2,15463.8,1689.3,,,FALSE,0.0,0.0,No weather
2018-11-26 23:20:37,2018-11-27 08:41:06,82%,73%,0,4016,No alarm,101.7,,118.6,33628.8,27239.3,1345.2,,,FALSE,0.0,0.0,No weather
2018-11-27 23:19:11,2018-11-28 07:49:02,75%,82%,0,3029,No alarm,100.6,,127.1,30591.8,30387.9,203.9,,,FALSE,0.0,0.0,No weather
2018-11-28 23:38:35,2018-11-29 09:16:43,75%,82%,0,2625,No alarm,100.1,,144.9,34688.9,30757.5,231.3,,,FALSE,0.0,0.0,No weather
2018-11-30 00:10:44,2018-11-30 08:33:46,67%,89%,0,3227,No alarm,99.5,,154.7,30181.8,29980.6,201.2,,,FALSE,0.0,0.0,No weather
2018-12-01 00:59:17,2018-12-01 11:31:51,77%,81%,0,2963,No alarm,100.5,,135.5,37954.7,34538.7,2150.8,,,FALSE,0.0,0.0,No weather
2018-12-02 02:26:58,2018-12-02 10:04:30,80%,78%,0,1880,No alarm,98.8,,72.6,27452.3,22693.9,3843.3,,,FALSE,0.0,0.0,No weather
2018-12-03 01:00:51,2018-12-03 09:18:29,82%,75%,0,1610,No alarm,99.0,,93.5,29858.0,24583.1,3881.5,,,FALSE,0.0,0.0,No weather
2018-12-04 00:44:37,2018-12-04 08:38:43,80%,83%,0,9346,No alarm,101.1,,86.8,28446.5,25032.9,189.6,,,FALSE,0.0,0.0,No weather
2018-12-05 00:33:35,2018-12-05 08:25:13,79%,90%,0,4171,No alarm,102.1,,90.5,28297.5,21317.5,3867.3,,,FALSE,0.0,0.0,No weather
2018-12-06 01:52:59,2018-12-06 11:13:06,100%,85%,0,3504,No alarm,100.3,,43.7,33607.3,31702.9,224.0,,,FALSE,0.0,0.0,No weather
2018-12-07 02:32:49,2018-12-07 10:13:08,72%,83%,0,2659,No alarm,99.3,,109.5,27619.0,23844.4,184.1,,,FALSE,0.0,0.0,No weather
2018-12-08 01:04:05,2018-12-08 09:30:56,81%,78%,0,2895,No alarm,99.3,,102.0,30411.5,25444.3,2534.3,,,FALSE,0.0,0.0,No weather
2018-12-09 01:07:14,2018-12-09 09:40:48,91%,89%,0,5092,No alarm,99.1,,70.5,30814.7,27219.7,205.4,,,FALSE,0.0,0.0,No weather
2018-12-10 00:52:00,2018-12-10 08:46:01,77%,90%,0,2905,No alarm,102.0,,98.1,28440.6,25691.4,189.6,,,FALSE,0.0,0.0,No weather
2018-12-11 00:35:22,2018-12-11 08:04:20,76%,93%,0,6677,No alarm,102.6,,84.4,26937.4,23794.7,179.6,,,FALSE,0.0,0.0,No weather
2018-12-11 23:34:51,2018-12-12 08:19:18,88%,91%,0,1925,No alarm,102.3,,87.4,31466.5,29998.0,209.8,,,FALSE,0.0,0.0,No weather
2018-12-13 00:29:10,2018-12-13 09:31:14,67%,88%,0,3465,No alarm,102.0,,174.3,32523.9,32307.1,216.8,,,FALSE,0.0,0.0,No weather
2018-12-14 02:10:36,2018-12-14 09:56:00,77%,85%,0,2614,No alarm,102.3,,91.1,27924.5,25132.0,186.2,,,FALSE,0.0,0.0,No weather
2018-12-15 00:41:37,2018-12-15 09:15:19,71%,82%,0,5415,No alarm,102.1,,144.5,30822.2,26198.8,205.5,,,FALSE,0.0,0.0,No weather
2018-12-16 00:55:46,2018-12-16 09:30:41,84%,87%,0,8842,No alarm,100.2,,97.2,30895.0,27393.6,2059.7,,,FALSE,0.0,0.0,No weather
2018-12-17 00:20:08,2018-12-17 10:51:26,87%,87%,0,13245,No alarm,100.6,,102.1,37878.1,34974.1,1767.6,,,FALSE,0.0,0.0,No weather
2018-12-18 00:55:47,2018-12-18 10:58:22,83%,91%,0,5991,No alarm,101.3,,114.3,36154.8,32177.8,241.0,,,FALSE,0.0,0.0,No weather
2018-12-19 03:11:02,2018-12-19 08:18:33,50%,79%,0,2645,No alarm,100.0,,101.7,18450.1,15744.1,123.0,,,FALSE,0.0,0.0,No weather
2018-12-20 01:58:35,2018-12-20 09:07:21,77%,79%,0,9026,No alarm,100.0,,64.7,25726.0,22038.6,1629.3,,,FALSE,0.0,0.0,No weather
2018-12-20 23:50:24,2018-12-21 08:42:52,86%,74%,0,4559,No alarm,99.7,,102.7,31948.0,29179.2,213.0,,,FALSE,0.0,0.0,No weather
2018-12-22 00:05:27,2018-12-22 09:47:13,84%,84%,0,2242,No alarm,100.3,,111.7,34906.1,29437.5,232.7,,,FALSE,0.0,0.0,No weather
2018-12-23 01:19:44,2018-12-23 10:01:37,80%,85%,0,5758,No alarm,101.8,,118.0,31312.8,26511.5,208.8,,,FALSE,0.0,0.0,No weather
2018-12-23 23:25:03,2018-12-24 10:45:09,92%,85%,0,868,No alarm,102.3,,82.9,40805.8,35229.0,2176.3,,,FALSE,0.0,0.0,No weather
2018-12-25 01:50:28,2018-12-25 09:20:19,74%,78%,0,480,No alarm,102.6,,96.3,26991.5,23752.5,179.9,,,FALSE,0.0,0.0,No weather
2018-12-26 01:03:36,2018-12-26 11:37:26,85%,73%,0,108,No alarm,102.3,,110.8,38030.4,33593.5,253.5,,,FALSE,0.0,0.0,No weather
2018-12-27 02:14:23,2018-12-27 11:08:23,83%,76%,0,11,No alarm,102.0,,111.4,32040.0,29049.6,213.6,,,FALSE,0.0,0.0,No weather
2018-12-28 01:40:14,2018-12-28 11:20:07,85%,85%,0,8056,No alarm,102.1,,109.5,34793.7,30154.5,4639.2,,,FALSE,0.0,0.0,No weather
2018-12-29 02:12:14,2018-12-29 11:07:20,80%,91%,0,10504,No alarm,102.3,,124.5,32105.8,29537.4,214.0,,,FALSE,0.0,0.0,No weather
2018-12-30 02:15:25,2018-12-30 11:59:12,92%,93%,0,1602,No alarm,102.8,,83.8,35026.9,31874.5,1517.8,,,FALSE,0.0,0.0,No weather
2018-12-31 02:39:40,2018-12-31 11:09:35,89%,92%,0,639,No alarm,102.9,,76.9,30595.4,26618.0,1529.8,,,FALSE,0.0,0.0,No weather
2019-01-01 03:06:28,2019-01-01 10:22:56,67%,91%,0,2035,No alarm,102.9,,115.8,26187.7,26013.1,174.6,,,FALSE,0.0,0.0,No weather
2019-01-02 02:02:47,2019-01-02 10:55:07,91%,89%,0,67,No alarm,103.7,,82.4,31939.6,30342.6,212.9,,,FALSE,0.0,0.0,No weather
2019-01-03 01:27:35,2019-01-03 08:40:09,72%,84%,0,6079,No alarm,103.7,,94.1,25953.6,23790.8,173.0,,,FALSE,0.0,0.0,No weather
2019-01-04 00:12:22,2019-01-04 07:52:50,86%,82%,0,6657,No alarm,104.1,,55.1,27628.1,23299.7,1657.7,,,FALSE,0.0,0.0,No weather
2019-01-04 22:54:49,2019-01-05 07:28:07,88%,82%,0,2855,No alarm,103.9,,81.7,30798.9,26076.4,2053.3,,,FALSE,0.0,0.0,No weather
2019-01-05 23:37:03,2019-01-06 09:51:42,89%,81%,0,5845,No alarm,103.1,,95.5,36879.2,34912.3,1966.9,,,FALSE,0.0,0.0,No weather
2019-01-07 02:30:33,2019-01-07 11:55:11,87%,73%,0,137,No alarm,102.9,,103.5,33877.4,32409.4,1468.0,,,FALSE,0.0,0.0,No weather
2019-01-08 01:56:15,2019-01-08 10:23:42,83%,72%,0,1415,No alarm,102.5,,98.1,30447.4,27199.7,2029.8,,,FALSE,0.0,0.0,No weather
2019-01-09 01:06:58,2019-01-09 08:09:11,66%,72%,0,3815,No alarm,102.9,,112.2,25332.3,21870.3,3462.1,,,FALSE,0.0,0.0,No weather
2019-01-10 00:09:10,2019-01-10 11:13:43,88%,74%,0,4997,No alarm,103.1,,99.7,39872.2,34423.0,1329.1,,,FALSE,0.0,0.0,No weather
2019-01-11 00:38:49,2019-01-11 09:21:23,62%,74%,0,2894,No alarm,102.9,,183.1,31354.3,31145.2,209.0,,,FALSE,0.0,0.0,No weather
2019-01-12 00:03:46,2019-01-12 11:32:22,91%,75%,0,3186,No alarm,102.4,,90.5,41316.8,38700.0,275.4,,,FALSE,0.0,0.0,No weather
2019-01-13 01:12:16,2019-01-13 10:59:03,77%,81%,0,465,No alarm,101.2,,139.3,35207.0,31216.8,3051.3,,,FALSE,0.0,0.0,No weather
2019-01-13 23:37:56,2019-01-14 08:18:11,67%,76%,0,1281,No alarm,101.1,,164.0,31215.2,28093.7,1560.8,,,FALSE,0.0,0.0,No weather
2019-01-15 00:28:38,2019-01-15 08:32:39,84%,80%,0,2328,No alarm,101.8,,81.2,29041.7,22458.9,2129.7,,,FALSE,0.0,0.0,No weather
2019-01-16 00:16:57,2019-01-16 08:05:09,75%,83%,0,4630,No alarm,100.7,,104.5,28092.3,27062.3,187.3,,,FALSE,0.0,0.0,No weather
2019-01-16 23:34:26,2019-01-17 07:59:35,76%,93%,0,3956,No alarm,100.0,,122.8,30308.6,28793.2,202.1,,,FALSE,0.0,0.0,No weather
2019-01-18 00:11:41,2019-01-18 08:03:46,79%,94%,0,4451,No alarm,101.7,,92.3,28325.2,26531.3,188.8,,,FALSE,0.0,0.0,No weather
2019-01-20 00:54:00,2019-01-20 09:16:52,92%,89%,0,8932,No alarm,101.1,,61.3,30172.8,27557.8,201.2,,,FALSE,0.0,0.0,No weather
2019-01-20 23:55:58,2019-01-21 10:16:18,86%,84%,0,10456,No alarm,102.4,,107.2,37220.5,33870.6,248.1,,,FALSE,0.0,0.0,No weather
2019-01-22 00:12:08,2019-01-22 08:11:25,77%,82%,0,1526,No alarm,100.4,,105.5,28756.8,27798.3,191.7,,,FALSE,0.0,0.0,No weather
2019-01-22 23:21:01,2019-01-23 08:40:20,80%,84%,0,34,No alarm,99.6,,129.3,33559.0,31881.0,223.7,,,FALSE,0.0,0.0,No weather
2019-01-23 23:08:02,2019-01-24 07:34:07,65%,86%,0,3457,No alarm,100.8,,165.6,30364.5,28542.7,202.4,,,FALSE,0.0,0.0,No weather
2019-01-25 00:07:31,2019-01-25 09:31:24,100%,84%,0,3457,No alarm,101.2,,57.5,33833.0,30111.4,225.6,,,FALSE,0.0,0.0,No weather
2019-01-26 00:57:00,2019-01-26 09:23:54,86%,86%,0,570,No alarm,100.7,,86.2,30414.3,28792.2,202.8,,,FALSE,0.0,0.0,No weather
2019-01-27 00:21:42,2019-01-27 09:28:00,92%,87%,0,1404,No alarm,98.2,,87.8,32777.7,29827.7,218.5,,,FALSE,0.0,0.0,No weather
2019-01-28 00:16:58,2019-01-28 08:01:12,82%,91%,0,3458,No alarm,99.7,,76.4,27854.1,25532.9,185.7,,,FALSE,0.0,0.0,No weather
2019-01-28 23:51:10,2019-01-29 09:00:14,71%,90%,0,4132,No alarm,100.5,,158.9,32944.3,31846.1,219.6,,,FALSE,0.0,0.0,No weather
2019-01-30 00:17:47,2019-01-30 09:17:45,99%,90%,0,1630,No alarm,99.2,,62.3,32397.2,26673.7,216.0,,,FALSE,0.0,0.0,No weather
2019-01-31 00:24:22,2019-01-31 09:29:46,94%,93%,0,2337,No alarm,99.5,,78.7,32723.9,28687.9,218.2,,,FALSE,0.0,0.0,No weather
2019-02-01 00:13:39,2019-02-01 07:20:10,80%,91%,0,2624,No alarm,98.5,,55.4,25590.7,25420.0,170.6,,,FALSE,0.0,0.0,No weather
2019-02-01 23:51:35,2019-02-02 07:48:29,86%,90%,0,8523,No alarm,98.4,,65.7,28614.1,25943.4,190.8,,,FALSE,0.0,0.0,No weather
2019-02-02 23:14:07,2019-02-03 07:24:27,91%,88%,0,27273,No alarm,100.7,,59.2,29420.3,26086.0,196.1,,,FALSE,0.0,0.0,No weather
2019-02-03 23:44:51,2019-02-04 08:14:08,88%,91%,0,11105,No alarm,101.6,,80.5,30556.5,28112.0,203.7,,,FALSE,0.0,0.0,No weather
2019-02-04 23:45:22,2019-02-05 09:16:08,93%,91%,0,3035,No alarm,102.1,,81.6,34245.8,28766.4,1484.0,,,FALSE,0.0,0.0,No weather
2019-02-06 00:08:49,2019-02-06 08:14:54,88%,89%,0,2690,No alarm,101.4,,64.3,29164.4,25470.2,1166.6,,,FALSE,0.0,0.0,No weather
2019-02-06 22:21:11,2019-02-07 09:57:17,80%,83%,0,2465,No alarm,100.7,,126.6,41766.1,37728.7,2227.5,,,FALSE,0.0,0.0,No weather
2019-02-08 00:33:54,2019-02-08 09:22:04,88%,79%,0,2025,No alarm,100.3,,92.3,31689.8,26408.2,2007.0,,,FALSE,0.0,0.0,No weather
